timestamp,source,x,y,z,yaw,v_surge,v_sway,servo1,servo2,servo5
2026-09-08 04:11:30.643,dummy,2.105,2.0,1.114,1.7,0.0,0.0,,,
2026-09-08 04:11:30.695,dummy,2.129,2.0,1.115,359.2,0.0,0.0,,,
2026-09-08 04:11:30.746,dummy,2.153,1.999,1.117,356.7,0.0,0.0,,,
2026-09-08 04:11:30.798,dummy,2.176,1.997,1.118,354.2,0.0,0.0,,,
2026-09-08 04:11:30.849,dummy,2.2,1.994,1.12,351.6,0.0,0.0,,,
2026-09-08 04:11:30.901,dummy,2.223,1.99,1.122,349.0,0.0,0.0,,,
2026-09-08 04:11:30.952,dummy,2.245,1.985,1.123,346.4,0.0,0.0,,,
2026-09-08 04:11:31.004,dummy,2.268,1.98,1.125,343.8,0.0,0.0,,,
2026-09-08 04:11:31.055,dummy,2.29,1.973,1.126,341.2,0.0,0.0,,,
2026-09-08 04:11:31.107,dummy,2.312,1.964,1.128,338.6,0.0,0.0,,,
2026-09-08 04:11:31.159,dummy,2.333,1.955,1.129,336.0,0.0,0.0,,,
2026-09-08 04:11:31.210,dummy,2.355,1.945,1.131,333.5,0.0,0.0,,,
2026-09-08 04:11:31.261,dummy,2.375,1.934,1.132,331.0,0.0,0.0,,,
2026-09-08 04:11:31.313,dummy,2.396,1.922,1.134,328.6,0.0,0.0,,,
2026-09-08 04:11:31.365,dummy,2.416,1.909,1.135,326.2,0.0,0.0,,,
2026-09-08 04:11:31.417,dummy,2.437,1.895,1.137,323.9,0.0,0.0,,,
2026-09-08 04:11:31.468,dummy,2.456,1.88,1.138,321.7,0.0,0.0,,,
2026-09-08 04:11:31.519,dummy,2.475,1.865,1.14,319.5,0.0,0.0,,,
2026-09-08 04:11:31.570,dummy,2.494,1.848,1.141,317.4,0.0,0.0,,,
2026-09-08 04:11:31.622,dummy,2.513,1.83,1.143,315.4,0.0,0.0,,,
2026-09-08 04:11:31.673,dummy,2.531,1.811,1.144,313.5,0.0,0.0,,,
2026-09-08 04:11:31.724,dummy,2.549,1.792,1.146,311.7,0.0,0.0,,,
2026-09-08 04:11:31.776,dummy,2.567,1.771,1.147,309.9,0.0,0.0,,,
2026-09-08 04:11:31.827,dummy,2.585,1.75,1.149,308.2,0.0,0.0,,,
2026-09-08 04:11:31.879,dummy,2.602,1.727,1.15,306.5,0.0,0.0,,,
2026-09-08 04:11:31.930,dummy,2.618,1.704,1.152,305.0,0.0,0.0,,,
2026-09-08 04:11:31.981,dummy,2.635,1.68,1.153,303.5,0.0,0.0,,,
2026-09-08 04:11:32.279,dummy,2.723,1.524,1.162,295.9,0.0,0.0,,,
2026-09-08 04:11:32.331,dummy,2.737,1.494,1.163,294.8,0.0,0.0,,,
2026-09-08 04:11:32.383,dummy,2.751,1.463,1.164,293.7,0.0,0.0,,,
2026-09-08 04:11:32.434,dummy,2.764,1.432,1.166,292.7,0.0,0.0,,,
2026-09-08 04:11:32.485,dummy,2.777,1.4,1.167,291.7,0.0,0.0,,,
2026-09-08 04:11:32.537,dummy,2.79,1.368,1.169,290.7,0.0,0.0,,,
2026-09-08 04:11:32.589,dummy,2.802,1.334,1.17,289.8,0.0,0.0,,,
2026-09-08 04:11:32.640,dummy,2.814,1.3,1.171,288.9,0.0,0.0,,,
2026-09-08 04:11:32.692,dummy,2.826,1.265,1.173,288.0,0.0,0.0,,,
2026-09-08 04:11:32.743,dummy,2.837,1.229,1.174,287.2,0.0,0.0,,,
2026-09-08 04:11:32.795,dummy,2.848,1.194,1.176,286.4,0.0,0.0,,,
2026-09-08 04:11:32.846,dummy,2.858,1.157,1.177,285.6,0.0,0.0,,,
2026-09-08 04:11:32.898,dummy,2.869,1.12,1.178,284.8,0.0,0.0,,,
2026-09-08 04:11:32.949,dummy,2.878,1.082,1.18,284.1,0.0,0.0,,,
2026-09-08 04:11:33.001,dummy,2.888,1.043,1.181,283.4,0.0,0.0,,,
2026-09-08 04:11:33.053,dummy,2.897,1.004,1.182,282.7,0.0,0.0,,,
2026-09-08 04:11:33.104,dummy,2.906,0.965,1.184,282.0,0.0,0.0,,,
2026-09-08 04:11:33.156,dummy,2.914,0.924,1.185,281.4,0.0,0.0,,,
2026-09-08 04:11:33.208,dummy,2.922,0.884,1.187,280.7,0.0,0.0,,,
2026-09-08 04:11:33.259,dummy,2.929,0.843,1.188,280.1,0.0,0.0,,,
2026-09-08 04:11:33.311,dummy,2.936,0.802,1.189,279.5,0.0,0.0,,,
2026-09-08 04:11:33.362,dummy,2.943,0.76,1.19,278.9,0.0,0.0,,,
2026-09-08 04:11:33.414,dummy,2.95,0.718,1.192,278.3,0.0,0.0,,,
2026-09-08 04:11:33.465,dummy,2.956,0.675,1.193,277.8,0.0,0.0,,,
2026-09-08 04:11:33.517,dummy,2.961,0.632,1.194,277.2,0.0,0.0,,,
2026-09-08 04:11:33.570,dummy,2.967,0.588,1.196,276.7,0.0,0.0,,,
2026-09-08 04:11:33.621,dummy,2.972,0.544,1.197,276.1,0.0,0.0,,,
2026-09-08 04:11:33.673,dummy,2.976,0.501,1.198,275.6,0.0,0.0,,,
2026-09-08 04:11:33.724,dummy,2.98,0.457,1.2,275.1,0.0,0.0,,,
2026-09-08 04:11:33.776,dummy,2.984,0.413,1.201,274.5,0.0,0.0,,,
2026-09-08 04:11:33.827,dummy,2.987,0.368,1.202,274.0,0.0,0.0,,,
2026-09-08 04:11:33.879,dummy,2.99,0.324,1.203,273.5,0.0,0.0,,,
2026-09-08 04:11:33.931,dummy,2.993,0.278,1.205,273.0,0.0,0.0,,,
2026-09-08 04:11:33.982,dummy,2.995,0.233,1.206,272.5,0.0,0.0,,,
2026-09-08 04:11:34.034,dummy,2.997,0.188,1.207,272.0,0.0,0.0,,,
2026-09-08 04:11:34.086,dummy,2.998,0.143,1.208,271.5,0.0,0.0,,,
2026-09-08 04:11:34.138,dummy,2.999,0.097,1.21,271.0,0.0,0.0,,,
2026-09-08 04:11:34.189,dummy,3.0,0.052,1.211,270.6,0.0,0.0,,,
2026-09-08 04:11:34.240,dummy,3.0,0.007,1.212,270.1,0.0,0.0,,,
2026-09-08 04:11:34.292,dummy,3.0,-0.038,1.213,269.6,0.0,0.0,,,
2026-09-08 04:11:34.342,dummy,2.999,-0.083,1.214,269.1,0.0,0.0,,,
2026-09-08 04:11:34.394,dummy,2.998,-0.128,1.216,268.6,0.0,0.0,,,
2026-09-08 04:11:34.445,dummy,2.997,-0.173,1.217,268.1,0.0,0.0,,,
2026-09-08 04:11:34.497,dummy,2.996,-0.219,1.218,267.6,0.0,0.0,,,
2026-09-08 04:11:34.548,dummy,2.993,-0.263,1.219,267.1,0.0,0.0,,,
2026-09-08 04:11:34.599,dummy,2.991,-0.308,1.22,266.6,0.0,0.0,,,
2026-09-08 04:11:34.651,dummy,2.988,-0.353,1.221,266.1,0.0,0.0,,,
2026-09-08 04:11:34.715,dummy,2.985,-0.397,1.222,265.6,0.0,0.0,,,
2026-09-08 04:11:34.766,dummy,2.98,-0.452,1.224,265.0,0.0,0.0,,,
2026-09-08 04:11:34.818,dummy,2.976,-0.496,1.225,264.5,0.0,0.0,,,
2026-09-08 04:11:34.869,dummy,2.972,-0.54,1.226,263.9,0.0,0.0,,,
2026-09-08 04:11:34.920,dummy,2.967,-0.583,1.227,263.4,0.0,0.0,,,
2026-09-08 04:11:34.971,dummy,2.962,-0.626,1.228,262.9,0.0,0.0,,,
2026-09-08 04:11:35.023,dummy,2.957,-0.669,1.229,262.3,0.0,0.0,,,
2026-09-08 04:11:35.074,dummy,2.951,-0.711,1.231,261.7,0.0,0.0,,,
2026-09-08 04:11:35.125,dummy,2.944,-0.753,1.232,261.2,0.0,0.0,,,
2026-09-08 04:11:35.177,dummy,2.938,-0.795,1.233,260.6,0.0,0.0,,,
2026-09-08 04:11:35.228,dummy,2.93,-0.836,1.234,260.0,0.0,0.0,,,
2026-09-08 04:11:35.280,dummy,2.923,-0.877,1.235,259.4,0.0,0.0,,,
2026-09-08 04:11:35.331,dummy,2.915,-0.917,1.236,258.7,0.0,0.0,,,
2026-09-08 04:11:35.383,dummy,2.907,-0.957,1.237,258.1,0.0,0.0,,,
2026-09-08 04:11:35.434,dummy,2.898,-0.997,1.238,257.4,0.0,0.0,,,
2026-09-08 04:11:35.486,dummy,2.889,-1.036,1.239,256.7,0.0,0.0,,,
2026-09-08 04:11:35.537,dummy,2.88,-1.075,1.24,256.0,0.0,0.0,,,
2026-09-08 04:11:35.605,dummy,2.87,-1.113,1.241,255.3,0.0,0.0,,,
2026-09-08 04:11:35.657,dummy,2.857,-1.162,1.242,254.3,0.0,0.0,,,
2026-09-08 04:11:35.708,dummy,2.847,-1.198,1.243,253.5,0.0,0.0,,,
2026-09-08 04:11:35.759,dummy,2.836,-1.234,1.244,252.7,0.0,0.0,,,
2026-09-08 04:11:35.811,dummy,2.824,-1.269,1.245,251.9,0.0,0.0,,,
2026-09-08 04:11:35.862,dummy,2.813,-1.304,1.246,251.0,0.0,0.0,,,
2026-09-08 04:11:35.913,dummy,2.801,-1.338,1.247,250.1,0.0,0.0,,,
2026-09-08 04:11:35.965,dummy,2.789,-1.371,1.248,249.2,0.0,0.0,,,
2026-09-08 04:11:36.016,dummy,2.776,-1.404,1.249,248.2,0.0,0.0,,,
2026-09-08 04:11:36.067,dummy,2.763,-1.435,1.25,247.2,0.0,0.0,,,
2026-09-08 04:11:36.119,dummy,2.749,-1.467,1.251,246.2,0.0,0.0,,,
2026-09-08 04:11:36.171,dummy,2.736,-1.497,1.252,245.1,0.0,0.0,,,
2026-09-08 04:11:36.222,dummy,2.722,-1.527,1.253,244.0,0.0,0.0,,,
2026-09-08 04:11:36.274,dummy,2.707,-1.556,1.254,242.8,0.0,0.0,,,
2026-09-08 04:11:36.325,dummy,2.692,-1.584,1.255,241.5,0.0,0.0,,,
2026-09-08 04:11:36.377,dummy,2.677,-1.611,1.256,240.2,0.0,0.0,,,
2026-09-08 04:11:36.429,dummy,2.661,-1.638,1.256,238.9,0.0,0.0,,,
2026-09-08 04:11:36.481,dummy,2.645,-1.664,1.257,237.5,0.0,0.0,,,
2026-09-08 04:11:36.533,dummy,2.629,-1.689,1.258,236.0,0.0,0.0,,,
2026-09-08 04:11:36.585,dummy,2.612,-1.713,1.259,234.5,0.0,0.0,,,
2026-09-08 04:11:36.636,dummy,2.595,-1.736,1.26,232.9,0.0,0.0,,,
2026-09-08 04:11:36.688,dummy,2.578,-1.758,1.261,231.2,0.0,0.0,,,
2026-09-08 04:11:36.739,dummy,2.561,-1.779,1.262,229.5,0.0,0.0,,,
2026-09-08 04:11:36.791,dummy,2.543,-1.799,1.262,227.7,0.0,0.0,,,
2026-09-08 04:11:36.842,dummy,2.525,-1.818,1.263,225.8,0.0,0.0,,,
2026-09-08 04:11:36.894,dummy,2.506,-1.837,1.264,223.8,0.0,0.0,,,
2026-09-08 04:11:36.945,dummy,2.487,-1.854,1.265,221.8,0.0,0.0,,,
2026-09-08 04:11:36.997,dummy,2.468,-1.871,1.266,219.7,0.0,0.0,,,
2026-09-08 04:11:37.048,dummy,2.449,-1.886,1.266,217.5,0.0,0.0,,,
2026-09-08 04:11:37.099,dummy,2.429,-1.901,1.267,215.2,0.0,0.0,,,
2026-09-08 04:11:37.151,dummy,2.409,-1.915,1.268,212.9,0.0,0.0,,,
2026-09-08 04:11:37.203,dummy,2.388,-1.927,1.269,210.5,0.0,0.0,,,
2026-09-08 04:11:37.254,dummy,2.368,-1.939,1.27,208.1,0.0,0.0,,,
2026-09-08 04:11:37.305,dummy,2.347,-1.949,1.27,205.6,0.0,0.0,,,
2026-09-08 04:11:37.357,dummy,2.325,-1.959,1.271,203.0,0.0,0.0,,,
2026-09-08 04:11:37.409,dummy,2.303,-1.968,1.272,200.4,0.0,0.0,,,
2026-09-08 04:11:37.461,dummy,2.281,-1.975,1.272,197.8,0.0,0.0,,,
2026-09-08 04:11:37.512,dummy,2.259,-1.982,1.273,195.2,0.0,0.0,,,
2026-09-08 04:11:37.564,dummy,2.237,-1.987,1.274,192.6,0.0,0.0,,,
2026-09-08 04:11:37.615,dummy,2.214,-1.992,1.275,190.0,0.0,0.0,,,
2026-09-08 04:11:37.667,dummy,2.191,-1.996,1.275,187.4,0.0,0.0,,,
2026-09-08 04:11:37.718,dummy,2.167,-1.998,1.276,184.8,0.0,0.0,,,
2026-09-08 04:11:37.770,dummy,2.144,-2.0,1.277,182.3,0.0,0.0,,,
2026-09-08 04:11:37.821,dummy,2.12,-2.0,1.277,179.8,0.0,0.0,,,
2026-09-08 04:11:37.874,dummy,2.095,-1.999,1.278,177.4,0.0,0.0,,,
2026-09-08 04:11:37.948,dummy,2.06,-1.997,1.279,174.0,0.0,0.0,,,
2026-09-08 04:11:37.999,dummy,2.035,-1.994,1.279,171.8,0.0,0.0,,,
2026-09-08 04:11:38.051,dummy,2.01,-1.99,1.28,169.6,0.0,0.0,,,
2026-09-08 04:11:38.102,dummy,1.985,-1.984,1.281,167.5,0.0,0.0,,,
2026-09-08 04:11:38.154,dummy,1.959,-1.978,1.281,165.5,0.0,0.0,,,
2026-09-08 04:11:38.205,dummy,1.933,-1.971,1.282,163.5,0.0,0.0,,,
2026-09-08 04:11:38.257,dummy,1.907,-1.963,1.282,161.7,0.0,0.0,,,
2026-09-08 04:11:38.308,dummy,1.881,-1.954,1.283,159.9,0.0,0.0,,,
2026-09-08 04:11:38.359,dummy,1.854,-1.944,1.284,158.2,0.0,0.0,,,
2026-09-08 04:11:38.410,dummy,1.828,-1.932,1.284,156.6,0.0,0.0,,,
2026-09-08 04:11:38.462,dummy,1.8,-1.92,1.285,155.0,0.0,0.0,,,
2026-09-08 04:11:38.515,dummy,1.773,-1.907,1.285,153.5,0.0,0.0,,,
2026-09-08 04:11:38.566,dummy,1.745,-1.893,1.286,152.1,0.0,0.0,,,
2026-09-08 04:11:38.618,dummy,1.717,-1.877,1.286,150.7,0.0,0.0,,,
2026-09-08 04:11:38.670,dummy,1.689,-1.861,1.287,149.4,0.0,0.0,,,
2026-09-08 04:11:38.721,dummy,1.661,-1.844,1.287,148.2,0.0,0.0,,,
2026-09-08 04:11:38.772,dummy,1.633,-1.826,1.288,147.1,0.0,0.0,,,
2026-09-08 04:11:38.824,dummy,1.604,-1.807,1.288,146.0,0.0,0.0,,,
2026-09-08 04:11:38.876,dummy,1.575,-1.787,1.289,144.9,0.0,0.0,,,
2026-09-08 04:11:38.927,dummy,1.546,-1.766,1.289,143.9,0.0,0.0,,,
2026-09-08 04:11:38.979,dummy,1.517,-1.745,1.29,142.9,0.0,0.0,,,
2026-09-08 04:11:39.031,dummy,1.487,-1.722,1.29,142.0,0.0,0.0,,,
2026-09-08 04:11:39.082,dummy,1.457,-1.698,1.29,141.1,0.0,0.0,,,
2026-09-08 04:11:39.134,dummy,1.427,-1.674,1.291,140.3,0.0,0.0,,,
2026-09-08 04:11:39.186,dummy,1.397,-1.649,1.291,139.5,0.0,0.0,,,
2026-09-08 04:11:39.237,dummy,1.367,-1.622,1.292,138.8,0.0,0.0,,,
2026-09-08 04:11:39.289,dummy,1.337,-1.596,1.292,138.1,0.0,0.0,,,
2026-09-08 04:11:39.341,dummy,1.306,-1.568,1.292,137.4,0.0,0.0,,,
2026-09-08 04:11:39.392,dummy,1.275,-1.539,1.293,136.8,0.0,0.0,,,
2026-09-08 04:11:39.444,dummy,1.244,-1.51,1.293,136.1,0.0,0.0,,,
2026-09-08 04:11:39.495,dummy,1.213,-1.48,1.294,135.6,0.0,0.0,,,
2026-09-08 04:11:39.547,dummy,1.182,-1.448,1.294,135.0,0.0,0.0,,,
2026-09-08 04:11:39.599,dummy,1.15,-1.417,1.294,134.5,0.0,0.0,,,
2026-09-08 04:11:39.651,dummy,1.119,-1.384,1.295,134.0,0.0,0.0,,,
2026-09-08 04:11:39.702,dummy,1.087,-1.351,1.295,133.5,0.0,0.0,,,
2026-09-08 04:11:39.754,dummy,1.055,-1.317,1.295,133.0,0.0,0.0,,,
2026-09-08 04:11:39.805,dummy,1.024,-1.283,1.295,132.6,0.0,0.0,,,
2026-09-08 04:11:39.856,dummy,0.992,-1.248,1.296,132.2,0.0,0.0,,,
2026-09-08 04:11:39.908,dummy,0.96,-1.212,1.296,131.8,0.0,0.0,,,
2026-09-08 04:11:39.960,dummy,0.927,-1.176,1.296,131.4,0.0,0.0,,,
2026-09-08 04:11:40.011,dummy,0.895,-1.139,1.297,131.0,0.0,0.0,,,
2026-09-08 04:11:40.063,dummy,0.862,-1.101,1.297,130.7,0.0,0.0,,,
2026-09-08 04:11:40.115,dummy,0.83,-1.063,1.297,130.4,0.0,0.0,,,
2026-09-08 04:11:40.166,dummy,0.797,-1.024,1.297,130.1,0.0,0.0,,,
2026-09-08 04:11:40.218,dummy,0.764,-0.985,1.298,129.8,0.0,0.0,,,
2026-09-08 04:11:40.270,dummy,0.731,-0.945,1.298,129.5,0.0,0.0,,,
2026-09-08 04:11:40.321,dummy,0.698,-0.905,1.298,129.3,0.0,0.0,,,
2026-09-08 04:11:40.373,dummy,0.664,-0.864,1.298,129.0,0.0,0.0,,,
2026-09-08 04:11:40.425,dummy,0.631,-0.823,1.298,128.8,0.0,0.0,,,
2026-09-08 04:11:40.476,dummy,0.598,-0.781,1.298,128.6,0.0,0.0,,,
2026-09-08 04:11:40.528,dummy,0.564,-0.739,1.299,128.4,0.0,0.0,,,
2026-09-08 04:11:40.579,dummy,0.531,-0.697,1.299,128.2,0.0,0.0,,,
2026-09-08 04:11:40.631,dummy,0.498,-0.654,1.299,128.0,0.0,0.0,,,
2026-09-08 04:11:40.682,dummy,0.464,-0.611,1.299,127.9,0.0,0.0,,,
2026-09-08 04:11:40.734,dummy,0.43,-0.568,1.299,127.7,0.0,0.0,,,
2026-09-08 04:11:40.786,dummy,0.396,-0.524,1.299,127.6,0.0,0.0,,,
2026-09-08 04:11:40.837,dummy,0.363,-0.48,1.299,127.5,0.0,0.0,,,
2026-09-08 04:11:40.889,dummy,0.329,-0.436,1.3,127.4,0.0,0.0,,,
2026-09-08 04:11:40.940,dummy,0.295,-0.392,1.3,127.3,0.0,0.0,,,
2026-09-08 04:11:40.991,dummy,0.261,-0.347,1.3,127.2,0.0,0.0,,,
2026-09-08 04:11:41.043,dummy,0.227,-0.302,1.3,127.1,0.0,0.0,,,
2026-09-08 04:11:41.095,dummy,0.193,-0.257,1.3,127.0,0.0,0.0,,,
2026-09-08 04:11:41.147,dummy,0.159,-0.211,1.3,127.0,0.0,0.0,,,
2026-09-08 04:11:41.199,dummy,0.124,-0.166,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.251,dummy,0.091,-0.121,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.303,dummy,0.056,-0.075,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.354,dummy,0.022,-0.03,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.406,dummy,-0.012,0.016,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.458,dummy,-0.046,0.062,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.510,dummy,-0.08,0.107,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.561,dummy,-0.114,0.152,1.3,126.9,0.0,0.0,,,
2026-09-08 04:11:41.613,dummy,-0.148,0.198,1.3,127.0,0.0,0.0,,,
2026-09-08 04:11:41.665,dummy,-0.182,0.243,1.3,127.0,0.0,0.0,,,
2026-09-08 04:11:41.717,dummy,-0.217,0.288,1.3,127.1,0.0,0.0,,,
2026-09-08 04:11:41.769,dummy,-0.251,0.333,1.3,127.2,0.0,0.0,,,
2026-09-08 04:11:41.821,dummy,-0.285,0.378,1.3,127.2,0.0,0.0,,,
2026-09-08 04:11:41.872,dummy,-0.319,0.423,1.3,127.3,0.0,0.0,,,
2026-09-08 04:11:41.924,dummy,-0.353,0.467,1.299,127.5,0.0,0.0,,,
2026-09-08 04:11:41.976,dummy,-0.387,0.512,1.299,127.6,0.0,0.0,,,
2026-09-08 04:11:42.028,dummy,-0.421,0.555,1.299,127.7,0.0,0.0,,,
2026-09-08 04:11:42.079,dummy,-0.455,0.599,1.299,127.8,0.0,0.0,,,
2026-09-08 04:11:42.131,dummy,-0.488,0.642,1.299,128.0,0.0,0.0,,,
2026-09-08 04:11:42.183,dummy,-0.522,0.686,1.299,128.2,0.0,0.0,,,
2026-09-08 04:11:42.235,dummy,-0.556,0.728,1.299,128.4,0.0,0.0,,,
2026-09-08 04:11:42.301,dummy,-0.599,0.782,1.298,128.6,0.0,0.0,,,
2026-09-08 04:11:42.353,dummy,-0.632,0.824,1.298,128.8,0.0,0.0,,,
2026-09-08 04:11:42.405,dummy,-0.665,0.865,1.298,129.0,0.0,0.0,,,
2026-09-08 04:11:42.456,dummy,-0.699,0.906,1.298,129.3,0.0,0.0,,,
2026-09-08 04:11:42.508,dummy,-0.732,0.946,1.298,129.5,0.0,0.0,,,
2026-09-08 04:11:42.560,dummy,-0.765,0.987,1.298,129.8,0.0,0.0,,,
2026-09-08 04:11:42.612,dummy,-0.798,1.026,1.297,130.1,0.0,0.0,,,
2026-09-08 04:11:42.664,dummy,-0.831,1.065,1.297,130.4,0.0,0.0,,,
2026-09-08 04:11:42.718,dummy,-0.864,1.103,1.297,130.7,0.0,0.0,,,
2026-09-08 04:11:42.769,dummy,-0.898,1.142,1.297,131.1,0.0,0.0,,,
2026-09-08 04:11:42.821,dummy,-0.93,1.179,1.296,131.4,0.0,0.0,,,
2026-09-08 04:11:42.873,dummy,-0.963,1.216,1.296,131.8,0.0,0.0,,,
